data_referencia;cod_ibge;txt_municipio;txt_uf;txt_regiao;cod_empreendimento;txt_nome_empreendimento;txt_af;txt_modalidade;dt_assinatura_contrato;data_nascimento;txt_sexo;Estado Civil;Tipo de Beneficiário;vr_garantia_inicial;vr_subsidio_concessao;vr_renda_familiar_comprovada
27/09/2020;466740;Salvador;BA;Nordeste;FAR-1516-BA;Conjunto Habitacional FAR-1516-BA;Caixa Econômica Federal;MCMV-FAR;30/01/2024;26/07/1989;Masculino;separado;Indigena;R$ 52.966,00;R$ 45.148,00;R$ 3.305,00
03/10/2018;255069;São Paulo;SP;Sudeste;FAR-1517-SP;Residencial FAR-1517-SP;Banco do Brasil;MCMV-FAR;03/04/2023;07/04/1990;Masculino;casado;Assentados do PNRA;R$ 84.716,00;R$ 49.574,00;R$ 2.895,00
11/09/2022;266964;Salvador;BA;Nordeste;FAR-1518-BA;Condomínio FAR-1518-BA;Banco do Nordeste;MCMV-FAR;08/01/2024;25/06/1987;Feminino;viúvo;Pescadores artesanais;R$ 65.232,00;R$ 44.593,00;R$ 3.449,00
08/11/2023;599794;São Paulo;SP;Sudeste;FAR-1519-SP;Conjunto Habitacional FAR-1519-SP;Banco do Nordeste;MCMV-FAR;25/04/2024;11/03/1985;Feminino;casado;Quilombolas;R$ 51.910,00;R$ 49.572,00;R$ 4.650,00
02/12/2021;166755;Salvador;BA;Nordeste;FAR-1520-BA;Conjunto Habitacional FAR-1520-BA;Banco do Nordeste;MCMV-FAR;16/03/2025;20/03/1987;Masculino;separado;Outras Comunidades;R$ 61.449,00;R$ 42.266,00;R$ 3.951,00
03/09/2021;372466;Salvador;BA;Nordeste;FAR-1521-BA;Residencial FAR-1521-BA;Banco do Nordeste;MCMV-FAR;15/04/2024;21/10/2005;Feminino;divorciado;Pescadores artesanais;R$ 93.956,00;R$ 40.120,00;R$ 2.270,00
17/01/2020;169885;Curitiba;PR;Sul;FAR-1522-PR;Conjunto Habitacional FAR-1522-PR;Caixa Econômica Federal;MCMV-Oferta Pública;30/05/2025;11/05/1998;Masculino;solteiro;Quilombolas;R$ 93.279,00;R$ 40.751,00;R$ 1.310,00
01/02/2018;477900;Rio de Janeiro;RJ;Sudeste;FAR-1523-RJ;Residencial FAR-1523-RJ;Banco do Brasil;MCMV-Entidades;22/06/2023;27/06/1984;Masculino;viúvo;Indigena;R$ 97.565,00;R$ 41.134,00;R$ 1.903,00
02/02/2018;213269;São Paulo;SP;Sudeste;FAR-1524-SP;Residencial FAR-1524-SP;Caixa Econômica Federal;MCMV-FAR;17/05/2024;13/01/1996;Feminino;casado;Não aplicável;R$ 55.424,00;R$ 49.190,00;R$ 3.306,00
13/06/2019;441819;Curitiba;PR;Sul;FAR-1525-PR;Condomínio FAR-1525-PR;Banco do Brasil;MCMV-Oferta Pública;18/05/2023;26/07/1996;Feminino;solteiro;Assentados do PNRA;R$ 67.948,00;R$ 42.852,00;R$ 2.735,00
14/06/2019;581122;Salvador;BA;Nordeste;FAR-1526-BA;Residencial FAR-1526-BA;Banco do Nordeste;MCMV-FAR;06/10/2023;27/06/2000;Feminino;viúvo;Outras Comunidades;R$ 74.510,00;R$ 43.582,00;R$ 4.077,00
16/05/2017;680494;Salvador;BA;Nordeste;FAR-1527-BA;Conjunto Habitacional FAR-1527-BA;Banco do Nordeste;MCMV-FAR;07/06/2024;20/05/1992;Masculino;casado;Extravista;R$ 58.407,00;R$ 42.745,00;R$ 3.564,00
25/03/2018;725644;Salvador;BA;Nordeste;FAR-1528-BA;Residencial FAR-1528-BA;Banco do Brasil;MCMV-FAR;20/03/2024;10/03/2000;Masculino;separado;Indigena;R$ 76.852,00;R$ 44.602,00;R$ 4.865,00
01/10/2024;466317;Salvador;BA;Nordeste;FAR-1529-BA;Condomínio FAR-1529-BA;Banco do Nordeste;MCMV-FAR;01/06/2025;11/06/2003;Masculino;casado;Extravista;R$ 87.972,00;R$ 44.329,00;R$ 3.864,00
07/06/2017;934675;Rio de Janeiro;RJ;Sudeste;FAR-1530-RJ;Condomínio FAR-1530-RJ;Caixa Econômica Federal;MCMV-Entidades;15/03/2025;12/09/2003;Masculino;casado;Extravista;R$ 83.634,00;R$ 40.377,00;R$ 3.209,00
07/10/2017;521863;Salvador;BA;Nordeste;FAR-1531-BA;Condomínio FAR-1531-BA;Banco do Nordeste;MCMV-FAR;03/08/2023;01/06/1998;Masculino;casado;Assentados do PNRA;R$ 93.493,00;R$ 44.600,00;R$ 3.203,00
27/08/2021;336737;Rio de Janeiro;RJ;Sudeste;FAR-1532-RJ;Residencial FAR-1532-RJ;Banco do Nordeste;MCMV-Entidades;19/11/2024;23/01/1988;Masculino;divorciado;Pescadores artesanais;R$ 52.608,00;R$ 41.793,00;R$ 2.416,00
24/11/2017;894295;Rio de Janeiro;RJ;Sudeste;FAR-1533-RJ;Condomínio FAR-1533-RJ;Banco do Brasil;MCMV-Entidades;23/03/2023;27/03/1994;Feminino;solteiro;Pescadores artesanais;R$ 98.909,00;R$ 44.705,00;R$ 2.462,00
14/04/2018;842201;Curitiba;PR;Sul;FAR-1534-PR;Condomínio FAR-1534-PR;Caixa Econômica Federal;MCMV-Oferta Pública;23/08/2024;01/07/1989;Feminino;solteiro;Extravista;R$ 58.554,00;R$ 42.118,00;R$ 3.174,00
25/04/2017;245890;Rio de Janeiro;RJ;Sudeste;FAR-1535-RJ;Residencial FAR-1535-RJ;Caixa Econômica Federal;MCMV-Entidades;22/08/2023;14/10/1989;Feminino;solteiro;Extravista;R$ 95.808,00;R$ 47.535,00;R$ 2.799,00
06/12/2019;768139;Curitiba;PR;Sul;FAR-1536-PR;Conjunto Habitacional FAR-1536-PR;Caixa Econômica Federal;MCMV-Oferta Pública;20/05/2025;22/10/1990;Masculino;divorciado;Indigena;R$ 85.160,00;R$ 46.871,00;R$ 2.887,00
28/06/2023;196509;São Paulo;SP;Sudeste;FAR-1537-SP;Residencial FAR-1537-SP;Banco do Brasil;MCMV-FAR;31/08/2024;19/12/1985;Masculino;casado;Quilombolas;R$ 85.783,00;R$ 49.341,00;R$ 2.968,00
02/12/2022;276760;Curitiba;PR;Sul;FAR-1538-PR;Residencial FAR-1538-PR;Caixa Econômica Federal;MCMV-Oferta Pública;01/06/2025;19/09/1984;Masculino;separado;Outras Comunidades;R$ 99.823,00;R$ 42.662,00;R$ 2.700,00
27/06/2018;915586;Curitiba;PR;Sul;FAR-1539-PR;Residencial FAR-1539-PR;Banco do Brasil;MCMV-Oferta Pública;06/10/2023;05/09/1999;Feminino;casado;Pescadores artesanais;R$ 87.588,00;R$ 41.151,00;R$ 4.450,00
18/01/2022;705772;Rio de Janeiro;RJ;Sudeste;FAR-1540-RJ;Residencial FAR-1540-RJ;Banco do Nordeste;MCMV-Entidades;12/05/2025;23/06/1986;Masculino;casado;Não aplicável;R$ 76.912,00;R$ 45.972,00;R$ 1.687,00
14/12/2020;433278;São Paulo;SP;Sudeste;FAR-1541-SP;Condomínio FAR-1541-SP;Caixa Econômica Federal;MCMV-FAR;04/03/2023;20/05/2005;Masculino;divorciado;Outras Comunidades;R$ 80.813,00;R$ 41.463,00;R$ 4.770,00
13/12/2024;458180;Salvador;BA;Nordeste;FAR-1542-BA;Residencial FAR-1542-BA;Banco do Nordeste;MCMV-FAR;25/01/2025;11/06/1992;Masculino;viúvo;Não aplicável;R$ 78.191,00;R$ 42.490,00;R$ 1.359,00
05/01/2018;328872;Salvador;BA;Nordeste;FAR-1543-BA;Residencial FAR-1543-BA;Banco do Brasil;MCMV-FAR;18/11/2024;02/06/2006;Feminino;solteiro;Quilombolas;R$ 98.435,00;R$ 47.295,00;R$ 3.799,00
24/06/2019;818612;Salvador;BA;Nordeste;FAR-1544-BA;Residencial FAR-1544-BA;Banco do Brasil;MCMV-FAR;30/12/2023;13/09/1993;Feminino;solteiro;Outras Comunidades;R$ 76.915,00;R$ 48.256,00;R$ 3.694,00
28/05/2022;351381;Curitiba;PR;Sul;FAR-1545-PR;Condomínio FAR-1545-PR;Banco do Nordeste;MCMV-Oferta Pública;14/06/2023;17/05/1993;Masculino;divorciado;Indigena;R$ 88.524,00;R$ 44.573,00;R$ 3.469,00
09/09/2024;756293;Curitiba;PR;Sul;FAR-1546-PR;Residencial FAR-1546-PR;Caixa Econômica Federal;MCMV-Oferta Pública;27/03/2023;21/05/1984;Feminino;viúvo;Extravista;R$ 96.248,00;R$ 49.699,00;R$ 4.220,00
13/05/2022;919367;Rio de Janeiro;RJ;Sudeste;FAR-1547-RJ;Conjunto Habitacional FAR-1547-RJ;Banco do Nordeste;MCMV-Entidades;05/01/2024;03/06/1988;Feminino;viúvo;Assentados do PNRA;R$ 50.598,00;R$ 44.932,00;R$ 1.477,00
16/08/2019;538879;Salvador;BA;Nordeste;FAR-1548-BA;Condomínio FAR-1548-BA;Caixa Econômica Federal;MCMV-FAR;11/06/2024;26/02/1993;Masculino;casado;Não aplicável;R$ 89.679,00;R$ 41.228,00;R$ 1.470,00
07/06/2021;742638;São Paulo;SP;Sudeste;FAR-1549-SP;Conjunto Habitacional FAR-1549-SP;Banco do Brasil;MCMV-FAR;19/03/2024;11/04/1990;Feminino;solteiro;Indigena;R$ 51.936,00;R$ 47.326,00;R$ 2.360,00
11/06/2023;191225;São Paulo;SP;Sudeste;FAR-1550-SP;Residencial FAR-1550-SP;Banco do Nordeste;MCMV-FAR;25/01/2023;05/06/1996;Masculino;casado;Pescadores artesanais;R$ 90.221,00;R$ 42.550,00;R$ 4.466,00
24/05/2017;767320;Salvador;BA;Nordeste;FAR-1551-BA;Residencial FAR-1551-BA;Banco do Brasil;MCMV-FAR;01/03/2025;24/12/2004;Masculino;separado;Não aplicável;R$ 92.724,00;R$ 44.422,00;R$ 3.657,00
25/09/2021;289762;Rio de Janeiro;RJ;Sudeste;FAR-1552-RJ;Conjunto Habitacional FAR-1552-RJ;Banco do Brasil;MCMV-Entidades;01/05/2025;08/04/1998;Masculino;casado;Indigena;R$ 54.352,00;R$ 43.608,00;R$ 4.299,00
25/07/2017;225124;Curitiba;PR;Sul;FAR-1553-PR;Residencial FAR-1553-PR;Banco do Nordeste;MCMV-Oferta Pública;12/04/2023;02/02/1991;Masculino;solteiro;Assentados do PNRA;R$ 55.988,00;R$ 49.005,00;R$ 4.328,00
20/04/2023;993162;Salvador;BA;Nordeste;FAR-1554-BA;Condomínio FAR-1554-BA;Banco do Brasil;MCMV-FAR;13/07/2023;14/06/1990;Feminino;divorciado;Indigena;R$ 58.186,00;R$ 43.121,00;R$ 3.764,00
01/09/2020;312298;São Paulo;SP;Sudeste;FAR-1555-SP;Residencial FAR-1555-SP;Caixa Econômica Federal;MCMV-FAR;11/01/2024;21/06/1984;Masculino;divorciado;Indigena;R$ 90.484,00;R$ 45.144,00;R$ 1.372,00
22/10/2023;822599;São Paulo;SP;Sudeste;FAR-1556-SP;Condomínio FAR-1556-SP;Caixa Econômica Federal;MCMV-FAR;25/03/2023;16/08/2005;Feminino;separado;Não aplicável;R$ 52.974,00;R$ 41.775,00;R$ 1.424,00
12/03/2023;627879;Rio de Janeiro;RJ;Sudeste;FAR-1557-RJ;Condomínio FAR-1557-RJ;Caixa Econômica Federal;MCMV-Entidades;25/01/2025;15/04/1997;Masculino;viúvo;Extravista;R$ 83.255,00;R$ 44.811,00;R$ 1.335,00
08/01/2021;304366;Curitiba;PR;Sul;FAR-1558-PR;Residencial FAR-1558-PR;Caixa Econômica Federal;MCMV-Oferta Pública;20/05/2025;03/09/1989;Feminino;solteiro;Extravista;R$ 55.164,00;R$ 46.719,00;R$ 2.463,00
04/06/2019;297252;Rio de Janeiro;RJ;Sudeste;FAR-1559-RJ;Condomínio FAR-1559-RJ;Caixa Econômica Federal;MCMV-Entidades;22/12/2023;06/02/1984;Feminino;solteiro;Extravista;R$ 93.661,00;R$ 44.432,00;R$ 3.677,00
07/06/2021;297491;Curitiba;PR;Sul;FAR-1560-PR;Residencial FAR-1560-PR;Banco do Nordeste;MCMV-Oferta Pública;28/06/2024;01/10/2001;Masculino;divorciado;Assentados do PNRA;R$ 82.549,00;R$ 47.975,00;R$ 3.991,00
02/08/2021;398307;São Paulo;SP;Sudeste;FAR-1561-SP;Residencial FAR-1561-SP;Caixa Econômica Federal;MCMV-FAR;28/07/2024;18/12/1987;Masculino;solteiro;Pescadores artesanais;R$ 67.172,00;R$ 49.388,00;R$ 2.973,00
22/03/2023;793940;Rio de Janeiro;RJ;Sudeste;FAR-1562-RJ;Condomínio FAR-1562-RJ;Caixa Econômica Federal;MCMV-Entidades;04/04/2025;12/10/1984;Feminino;divorciado;Outras Comunidades;R$ 95.414,00;R$ 49.458,00;R$ 4.098,00
13/07/2020;128506;Salvador;BA;Nordeste;FAR-1563-BA;Condomínio FAR-1563-BA;Caixa Econômica Federal;MCMV-FAR;26/12/2024;05/06/1984;Masculino;separado;Outras Comunidades;R$ 90.650,00;R$ 47.695,00;R$ 3.470,00
03/11/2020;801573;Rio de Janeiro;RJ;Sudeste;FAR-1564-RJ;Conjunto Habitacional FAR-1564-RJ;Banco do Brasil;MCMV-Entidades;11/09/2023;23/10/1999;Masculino;viúvo;Extravista;R$ 89.519,00;R$ 43.355,00;R$ 1.419,00
19/01/2019;924754;São Paulo;SP;Sudeste;FAR-1565-SP;Conjunto Habitacional FAR-1565-SP;Banco do Nordeste;MCMV-FAR;20/11/2024;02/03/1989;Masculino;divorciado;Não aplicável;R$ 71.439,00;R$ 47.206,00;R$ 4.691,00
13/05/2017;221981;São Paulo;SP;Sudeste;FAR-1566-SP;Residencial FAR-1566-SP;Caixa Econômica Federal;MCMV-FAR;05/10/2024;07/03/1990;Masculino;separado;Não aplicável;R$ 94.031,00;R$ 48.681,00;R$ 3.010,00
06/11/2017;762902;Rio de Janeiro;RJ;Sudeste;FAR-1567-RJ;Condomínio FAR-1567-RJ;Banco do Brasil;MCMV-Entidades;22/06/2025;08/08/2003;Feminino;divorciado;Não aplicável;R$ 76.147,00;R$ 41.573,00;R$ 2.784,00
22/12/2017;196686;Curitiba;PR;Sul;FAR-1568-PR;Conjunto Habitacional FAR-1568-PR;Caixa Econômica Federal;MCMV-Oferta Pública;29/05/2023;19/04/1984;Masculino;separado;Indigena;R$ 58.594,00;R$ 44.197,00;R$ 3.233,00
11/06/2018;894812;Curitiba;PR;Sul;FAR-1569-PR;Condomínio FAR-1569-PR;Caixa Econômica Federal;MCMV-Oferta Pública;24/03/2023;08/01/1994;Feminino;solteiro;Não aplicável;R$ 86.766,00;R$ 47.141,00;R$ 2.935,00
14/04/2024;763339;São Paulo;SP;Sudeste;FAR-1570-SP;Conjunto Habitacional FAR-1570-SP;Banco do Nordeste;MCMV-FAR;08/11/2023;11/08/1989;Masculino;solteiro;Assentados do PNRA;R$ 60.338,00;R$ 48.959,00;R$ 4.268,00
14/03/2022;382264;Salvador;BA;Nordeste;FAR-1571-BA;Residencial FAR-1571-BA;Caixa Econômica Federal;MCMV-FAR;12/08/2023;02/09/2004;Feminino;separado;Indigena;R$ 87.789,00;R$ 49.718,00;R$ 2.098,00
12/11/2017;488010;São Paulo;SP;Sudeste;FAR-1572-SP;Residencial FAR-1572-SP;Caixa Econômica Federal;MCMV-FAR;23/12/2023;01/07/1988;Feminino;casado;Não aplicável;R$ 53.026,00;R$ 48.590,00;R$ 1.420,00
13/11/2023;390839;São Paulo;SP;Sudeste;FAR-1573-SP;Condomínio FAR-1573-SP;Caixa Econômica Federal;MCMV-FAR;08/04/2024;18/03/2001;Feminino;casado;Extravista;R$ 50.596,00;R$ 48.361,00;R$ 4.837,00
20/12/2017;204280;Curitiba;PR;Sul;FAR-1574-PR;Conjunto Habitacional FAR-1574-PR;Banco do Nordeste;MCMV-Oferta Pública;22/01/2025;05/03/1987;Feminino;divorciado;Extravista;R$ 60.680,00;R$ 48.132,00;R$ 3.664,00
25/03/2020;553264;Rio de Janeiro;RJ;Sudeste;FAR-1575-RJ;Conjunto Habitacional FAR-1575-RJ;Banco do Nordeste;MCMV-Entidades;17/02/2025;16/03/2006;Feminino;casado;Quilombolas;R$ 68.048,00;R$ 47.234,00;R$ 3.408,00
16/06/2024;839684;Salvador;BA;Nordeste;FAR-1576-BA;Condomínio FAR-1576-BA;Banco do Brasil;MCMV-FAR;31/01/2024;25/01/1994;Masculino;divorciado;Outras Comunidades;R$ 79.672,00;R$ 48.799,00;R$ 2.361,00
12/03/2024;480031;Salvador;BA;Nordeste;FAR-1577-BA;Residencial FAR-1577-BA;Banco do Brasil;MCMV-FAR;25/01/2023;18/04/1999;Feminino;divorciado;Quilombolas;R$ 74.409,00;R$ 42.312,00;R$ 4.880,00
06/01/2019;863979;Curitiba;PR;Sul;FAR-1578-PR;Condomínio FAR-1578-PR;Banco do Nordeste;MCMV-Oferta Pública;21/06/2024;17/08/1994;Masculino;divorciado;Pescadores artesanais;R$ 70.050,00;R$ 41.588,00;R$ 2.152,00
22/05/2024;474015;Rio de Janeiro;RJ;Sudeste;FAR-1579-RJ;Conjunto Habitacional FAR-1579-RJ;Caixa Econômica Federal;MCMV-Entidades;25/05/2025;16/03/1997;Masculino;separado;Indigena;R$ 82.855,00;R$ 47.372,00;R$ 4.052,00
22/07/2024;639879;Curitiba;PR;Sul;FAR-1580-PR;Residencial FAR-1580-PR;Caixa Econômica Federal;MCMV-Oferta Pública;02/07/2024;19/05/1984;Masculino;divorciado;Indigena;R$ 64.019,00;R$ 42.578,00;R$ 4.029,00
22/04/2021;830704;Rio de Janeiro;RJ;Sudeste;FAR-1581-RJ;Residencial FAR-1581-RJ;Banco do Nordeste;MCMV-Entidades;01/11/2023;20/05/1993;Feminino;separado;Pescadores artesanais;R$ 81.052,00;R$ 41.201,00;R$ 4.377,00
10/11/2022;177141;Rio de Janeiro;RJ;Sudeste;FAR-1582-RJ;Residencial FAR-1582-RJ;Caixa Econômica Federal;MCMV-Entidades;04/06/2024;19/04/1988;Masculino;divorciado;Quilombolas;R$ 56.236,00;R$ 48.753,00;R$ 3.962,00
07/05/2017;897600;São Paulo;SP;Sudeste;FAR-1583-SP;Residencial FAR-1583-SP;Banco do Nordeste;MCMV-FAR;27/03/2025;20/06/1995;Feminino;casado;Não aplicável;R$ 86.688,00;R$ 40.410,00;R$ 4.864,00
04/09/2021;114376;Rio de Janeiro;RJ;Sudeste;FAR-1584-RJ;Residencial FAR-1584-RJ;Banco do Nordeste;MCMV-Entidades;26/10/2024;26/05/1984;Masculino;viúvo;Outras Comunidades;R$ 60.259,00;R$ 43.813,00;R$ 4.446,00
12/05/2017;373392;Curitiba;PR;Sul;FAR-1585-PR;Conjunto Habitacional FAR-1585-PR;Caixa Econômica Federal;MCMV-Oferta Pública;07/05/2025;28/09/1986;Feminino;viúvo;Quilombolas;R$ 64.942,00;R$ 40.004,00;R$ 3.235,00
26/08/2020;614815;Curitiba;PR;Sul;FAR-1586-PR;Residencial FAR-1586-PR;Caixa Econômica Federal;MCMV-Oferta Pública;06/10/2023;10/04/1996;Masculino;divorciado;Quilombolas;R$ 96.965,00;R$ 43.645,00;R$ 2.711,00
21/02/2020;869858;Salvador;BA;Nordeste;FAR-1587-BA;Conjunto Habitacional FAR-1587-BA;Banco do Brasil;MCMV-FAR;19/10/2023;08/05/1993;Masculino;viúvo;Não aplicável;R$ 97.352,00;R$ 44.828,00;R$ 1.760,00
14/10/2017;941733;São Paulo;SP;Sudeste;FAR-1588-SP;Residencial FAR-1588-SP;Banco do Nordeste;MCMV-FAR;14/10/2023;27/01/1989;Feminino;divorciado;Não aplicável;R$ 85.399,00;R$ 46.506,00;R$ 4.471,00
21/09/2022;490885;São Paulo;SP;Sudeste;FAR-1589-SP;Condomínio FAR-1589-SP;Banco do Nordeste;MCMV-FAR;04/05/2025;22/02/1988;Masculino;divorciado;Outras Comunidades;R$ 57.002,00;R$ 47.721,00;R$ 2.296,00
18/06/2024;332207;São Paulo;SP;Sudeste;FAR-1590-SP;Conjunto Habitacional FAR-1590-SP;Caixa Econômica Federal;MCMV-FAR;25/03/2023;16/10/1995;Masculino;solteiro;Indigena;R$ 56.040,00;R$ 44.000,00;R$ 4.897,00
10/09/2018;928023;São Paulo;SP;Sudeste;FAR-1591-SP;Condomínio FAR-1591-SP;Banco do Brasil;MCMV-FAR;06/04/2024;26/10/1985;Feminino;solteiro;Indigena;R$ 53.314,00;R$ 40.214,00;R$ 2.765,00
12/03/2021;371386;Curitiba;PR;Sul;FAR-1592-PR;Condomínio FAR-1592-PR;Banco do Nordeste;MCMV-Oferta Pública;04/07/2024;02/12/2002;Feminino;solteiro;Indigena;R$ 90.710,00;R$ 42.905,00;R$ 3.014,00
08/10/2017;601738;Salvador;BA;Nordeste;FAR-1593-BA;Residencial FAR-1593-BA;Banco do Nordeste;MCMV-FAR;03/08/2024;16/04/1985;Feminino;casado;Outras Comunidades;R$ 84.299,00;R$ 43.150,00;R$ 1.981,00
22/08/2018;609089;Salvador;BA;Nordeste;FAR-1594-BA;Conjunto Habitacional FAR-1594-BA;Banco do Brasil;MCMV-FAR;07/08/2024;09/05/2004;Feminino;separado;Quilombolas;R$ 60.714,00;R$ 46.597,00;R$ 2.591,00
23/07/2019;152464;Salvador;BA;Nordeste;FAR-1595-BA;Conjunto Habitacional FAR-1595-BA;Banco do Nordeste;MCMV-FAR;08/07/2024;18/08/1984;Masculino;casado;Pescadores artesanais;R$ 85.597,00;R$ 41.495,00;R$ 2.960,00
15/04/2020;834081;Rio de Janeiro;RJ;Sudeste;FAR-1596-RJ;Residencial FAR-1596-RJ;Banco do Brasil;MCMV-Entidades;27/06/2024;07/10/1986;Masculino;casado;Extravista;R$ 86.680,00;R$ 49.391,00;R$ 3.347,00
22/03/2021;527452;São Paulo;SP;Sudeste;FAR-1597-SP;Residencial FAR-1597-SP;Banco do Nordeste;MCMV-FAR;02/05/2023;23/12/1999;Masculino;solteiro;Extravista;R$ 60.398,00;R$ 49.433,00;R$ 3.575,00
13/07/2018;554332;São Paulo;SP;Sudeste;FAR-1598-SP;Condomínio FAR-1598-SP;Caixa Econômica Federal;MCMV-FAR;03/12/2024;10/03/1987;Masculino;solteiro;Indigena;R$ 92.638,00;R$ 48.714,00;R$ 2.474,00
10/09/2023;154575;Salvador;BA;Nordeste;FAR-1599-BA;Conjunto Habitacional FAR-1599-BA;Banco do Brasil;MCMV-FAR;03/12/2023;10/09/1989;Masculino;solteiro;Extravista;R$ 92.142,00;R$ 42.817,00;R$ 2.402,00
28/06/2021;733112;Salvador;BA;Nordeste;FAR-1600-BA;Condomínio FAR-1600-BA;Caixa Econômica Federal;MCMV-FAR;06/02/2023;11/06/1996;Masculino;divorciado;Assentados do PNRA;R$ 71.477,00;R$ 46.878,00;R$ 3.518,00
02/10/2020;175887;São Paulo;SP;Sudeste;FAR-1601-SP;Condomínio FAR-1601-SP;Banco do Nordeste;MCMV-FAR;31/05/2024;23/09/2004;Feminino;solteiro;Extravista;R$ 59.546,00;R$ 44.584,00;R$ 2.077,00
27/01/2023;688148;Salvador;BA;Nordeste;FAR-1602-BA;Residencial FAR-1602-BA;Caixa Econômica Federal;MCMV-FAR;04/04/2023;06/12/1991;Masculino;separado;Assentados do PNRA;R$ 94.629,00;R$ 41.157,00;R$ 4.424,00
07/08/2022;920683;Curitiba;PR;Sul;FAR-1603-PR;Conjunto Habitacional FAR-1603-PR;Caixa Econômica Federal;MCMV-Oferta Pública;04/05/2023;26/11/2001;Masculino;viúvo;Extravista;R$ 80.616,00;R$ 42.296,00;R$ 3.427,00
20/07/2019;988933;Curitiba;PR;Sul;FAR-1604-PR;Condomínio FAR-1604-PR;Banco do Nordeste;MCMV-Oferta Pública;28/07/2024;05/06/2006;Masculino;solteiro;Assentados do PNRA;R$ 79.278,00;R$ 48.535,00;R$ 2.263,00
28/10/2022;808290;Salvador;BA;Nordeste;FAR-1605-BA;Conjunto Habitacional FAR-1605-BA;Caixa Econômica Federal;MCMV-FAR;08/12/2024;18/03/1994;Feminino;divorciado;Pescadores artesanais;R$ 86.175,00;R$ 46.614,00;R$ 2.604,00
27/10/2020;170732;Curitiba;PR;Sul;FAR-1606-PR;Condomínio FAR-1606-PR;Caixa Econômica Federal;MCMV-Oferta Pública;09/10/2024;23/02/1999;Masculino;divorciado;Assentados do PNRA;R$ 66.449,00;R$ 45.314,00;R$ 3.480,00
22/08/2023;904449;São Paulo;SP;Sudeste;FAR-1607-SP;Residencial FAR-1607-SP;Banco do Nordeste;MCMV-FAR;24/10/2024;01/04/2003;Feminino;casado;Pescadores artesanais;R$ 93.122,00;R$ 49.040,00;R$ 2.582,00
11/07/2022;707153;Rio de Janeiro;RJ;Sudeste;FAR-1608-RJ;Conjunto Habitacional FAR-1608-RJ;Banco do Nordeste;MCMV-Entidades;18/12/2024;17/06/2006;Feminino;solteiro;Pescadores artesanais;R$ 88.651,00;R$ 43.187,00;R$ 2.905,00
15/05/2018;453467;Rio de Janeiro;RJ;Sudeste;FAR-1609-RJ;Conjunto Habitacional FAR-1609-RJ;Caixa Econômica Federal;MCMV-Entidades;25/01/2023;03/12/2004;Masculino;casado;Extravista;R$ 70.079,00;R$ 45.652,00;R$ 4.809,00
21/04/2024;605152;Curitiba;PR;Sul;FAR-1610-PR;Condomínio FAR-1610-PR;Caixa Econômica Federal;MCMV-Oferta Pública;22/02/2025;18/06/2005;Feminino;casado;Não aplicável;R$ 81.736,00;R$ 49.733,00;R$ 2.235,00
07/03/2019;927480;São Paulo;SP;Sudeste;FAR-1611-SP;Conjunto Habitacional FAR-1611-SP;Banco do Nordeste;MCMV-FAR;28/10/2024;01/05/1987;Feminino;viúvo;Pescadores artesanais;R$ 73.270,00;R$ 46.879,00;R$ 3.003,00
25/03/2024;651319;Curitiba;PR;Sul;FAR-1612-PR;Residencial FAR-1612-PR;Caixa Econômica Federal;MCMV-Oferta Pública;19/01/2024;22/10/2003;Feminino;separado;Assentados do PNRA;R$ 56.922,00;R$ 49.814,00;R$ 3.395,00
15/08/2018;936372;Curitiba;PR;Sul;FAR-1613-PR;Residencial FAR-1613-PR;Banco do Nordeste;MCMV-Oferta Pública;30/03/2024;19/05/1998;Masculino;solteiro;Outras Comunidades;R$ 88.793,00;R$ 42.436,00;R$ 1.922,00
16/01/2017;945113;Salvador;BA;Nordeste;FAR-1614-BA;Conjunto Habitacional FAR-1614-BA;Banco do Nordeste;MCMV-FAR;28/06/2025;26/02/2005;Feminino;solteiro;Extravista;R$ 68.218,00;R$ 47.547,00;R$ 1.922,00
01/11/2024;419278;Rio de Janeiro;RJ;Sudeste;FAR-1615-RJ;Condomínio FAR-1615-RJ;Caixa Econômica Federal;MCMV-Entidades;27/11/2024;22/07/1989;Feminino;viúvo;Extravista;R$ 54.415,00;R$ 40.166,00;R$ 2.504,00
26/03/2020;268664;São Paulo;SP;Sudeste;FAR-1616-SP;Conjunto Habitacional FAR-1616-SP;Banco do Nordeste;MCMV-FAR;21/05/2024;07/04/1998;Masculino;divorciado;Quilombolas;R$ 80.149,00;R$ 42.481,00;R$ 1.609,00
20/10/2023;236499;Rio de Janeiro;RJ;Sudeste;FAR-1617-RJ;Condomínio FAR-1617-RJ;Caixa Econômica Federal;MCMV-Entidades;30/12/2024;25/08/2003;Masculino;casado;Não aplicável;R$ 93.479,00;R$ 45.163,00;R$ 4.753,00
19/10/2019;815944;Rio de Janeiro;RJ;Sudeste;FAR-1618-RJ;Conjunto Habitacional FAR-1618-RJ;Banco do Brasil;MCMV-Entidades;23/02/2025;10/09/1987;Feminino;casado;Indigena;R$ 87.372,00;R$ 40.679,00;R$ 4.721,00
